id,price,accommodates,bedrooms,bathrooms,beds,neighbourhood_cleansed,room_type,property_type,minimum_nights,latitude,longitude,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,host_is_superhost,host_response_rate,host_acceptance_rate,host_response_time,host_total_listings_count,instant_bookable,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,n_amenities,amen_wifi,amen_kitchen,amen_hot_water,amen_hair_dryer,amen_bed_linens,amen_hangers,amen_essentials,amen_cooking_basics,amen_refrigerator,amen_dishes_and_silverware,amen_iron,amen_heating,amen_dedicated_workspace,amen_self_check_in,amen_long_term_stays_allowed,amen_oven,amen_shampoo,amen_dishwasher,amen_hot_water_kettle,amen_room_darkening_shades,amen_tv,amen_dining_table,amen_wine_glasses,amen_washer,amen_elevator,amen_lockbox,amen_microwave,amen_freezer,amen_stove,amen_bathtub,text_name_len,text_desc_len,text_luxury,text_view,text_central,text_modern,text_terrace,text_renovated,text_lake,text_river,text_quiet,text_design,text_spacious,text_charming
143821,232.0,2,1.0,1.5,2.0,Alt-Wiedikon,Entire home/apt,Entire loft,3,47.35761,8.52131,29,59,89,269,0,0,0,,0,100.0,,1.0,1,0,,,,,,,,43,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,35,484,0,0,1,0,0,0,0,0,0,0,0,0
178448,48.0,1,1.0,1.0,1.0,Enge,Private room,Private room in rental unit,5,47.36514,8.52615,0,0,0,92,9,0,0,0.05,0,100.0,0.0,1.0,1,0,4.89,4.89,4.89,4.89,4.89,5.0,4.89,11,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,28,115,0,0,1,0,0,0,1,0,1,0,0,0
227039,501.0,3,2.0,1.5,1.0,Escher Wyss,Entire home/apt,Entire loft,4,47.38942,8.51881,0,0,7,280,31,0,0,0.18,0,,,,2,0,4.97,5.0,4.94,4.97,4.94,4.94,4.84,87,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,48,456,1,0,0,1,1,0,0,0,0,1,1,0
283737,160.0,4,2.0,1.0,2.0,Rathaus,Entire home/apt,Entire rental unit,4,47.37372,8.54452,12,12,13,13,383,21,1,2.3,0,100.0,85.0,1.0,3,0,4.48,4.44,4.54,4.71,4.74,4.93,4.42,22,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,31,205,0,0,0,0,0,0,0,0,0,0,0,0
310964,360.0,6,3.0,2.0,2.0,Hochschulen,Entire home/apt,Entire rental unit,7,47.36713,8.54868,0,0,0,28,13,0,0,0.08,0,,,,1,0,4.92,4.92,4.77,5.0,4.92,4.85,4.85,18,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1,0
577683,238.0,4,1.0,1.5,3.0,Höngg,Entire home/apt,Entire rental unit,5,47.4049,8.49555,12,24,37,232,7,0,0,0.04,0,100.0,0.0,1.0,3,0,5.0,5.0,5.0,5.0,4.86,5.0,4.86,71,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,48,373,0,0,0,1,0,0,0,1,1,0,1,0
610348,227.0,7,4.0,2.0,5.0,Oerlikon,Entire home/apt,Entire rental unit,5,47.40703,8.55232,13,43,58,311,162,15,1,1.02,1,100.0,100.0,1.0,3,0,4.75,4.84,4.88,4.92,4.91,4.79,4.63,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,33,222,0,0,1,0,0,0,0,0,1,0,0,1
620130,185.0,4,1.0,1.0,2.0,Wipkingen,Entire home/apt,Entire rental unit,3,47.39278,8.53,22,52,82,357,25,0,0,0.22,0,0.0,0.0,4.0,5,0,4.84,4.92,4.88,5.0,4.92,4.96,4.72,17,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1
706972,134.0,2,1.0,1.0,1.0,Wipkingen,Entire home/apt,Entire rental unit,3,47.39229,8.52951,2,2,2,242,8,0,0,0.07,0,0.0,0.0,4.0,5,0,4.88,4.63,4.88,5.0,4.75,4.88,4.13,18,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
706997,165.0,4,1.0,1.0,2.0,Wipkingen,Entire home/apt,Entire rental unit,3,47.39364,8.5285,30,60,90,365,12,0,0,0.08,0,0.0,0.0,4.0,5,0,4.0,4.5,4.75,4.8,4.92,4.27,3.91,13,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
743035,250.0,4,1.0,1.0,4.0,Friesenberg,Entire home/apt,Entire home,2,47.35491,8.48682,8,8,8,159,110,2,0,0.74,0,100.0,75.0,3.0,3,0,4.37,4.37,4.09,4.67,4.69,4.54,4.16,64,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,47,472,0,0,0,0,0,0,0,0,0,0,1,0
815055,99.0,1,1.0,1.5,1.0,Wollishofen,Private room,Private room in rental unit,1,47.3366,8.53388,30,60,90,90,82,0,0,0.54,0,,0.0,,4,0,4.83,4.82,4.91,4.95,4.95,4.76,4.8,15,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0
816887,124.0,2,1.0,1.0,1.0,Wollishofen,Private room,Private room in home,2,47.335713,8.542109,21,41,71,161,43,5,1,0.3,0,100.0,92.0,1.0,3,1,4.53,4.56,4.27,4.59,4.58,4.65,4.49,43,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,32,172,0,0,0,0,0,0,1,0,0,0,1,0
898829,54.0,2,1.0,1.0,1.0,Seebach,Private room,Private room in rental unit,1,47.42659,8.546569,0,0,0,0,347,21,1,2.28,0,100.0,49.0,1.0,1,0,4.94,4.97,4.98,4.95,4.93,4.73,4.92,63,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,42,234,0,0,0,1,0,0,0,0,0,0,1,0
946104,150.0,2,1.0,1.0,1.0,Alt-Wiedikon,Entire home/apt,Entire rental unit,5,47.36516,8.51941,0,0,16,166,327,1,1,2.14,0,100.0,100.0,2.0,1,0,4.73,4.83,4.83,4.87,4.89,4.77,4.73,21,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,39,249,0,0,1,0,0,0,0,0,0,0,0,1
1028631,418.0,2,1.0,1.0,1.0,Werd,Entire home/apt,Entire loft,4,47.37362,8.5233,19,49,79,259,96,5,1,0.63,0,100.0,100.0,1.0,2,0,4.91,4.93,4.96,4.98,5.0,4.89,4.68,55,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,50,487,0,0,0,1,0,0,0,0,0,1,1,0
1528138,117.0,3,1.0,1.0,4.0,Unterstrass,Entire home/apt,Entire rental unit,3,47.39393,8.53442,0,0,0,151,75,0,0,0.51,0,,,,1,0,4.99,4.93,4.91,4.93,4.96,4.87,4.8,6,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,345,0,0,1,1,0,0,0,0,0,0,0,0
1566319,270.0,2,1.0,1.0,1.0,Weinegg,Entire home/apt,Entire rental unit,5,47.35106,8.56784,23,53,83,173,2,0,0,0.05,0,0.0,,4.0,2,0,4.5,4.0,4.0,5.0,4.5,3.5,3.5,44,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,43,443,0,1,0,0,1,0,1,0,1,0,0,0
1599790,158.0,2,1.0,1.0,1.0,Oerlikon,Private room,Private room in rental unit,1,47.40808,8.55491,30,60,90,365,6,0,0,0.04,0,,,,1,0,5.0,5.0,5.0,5.0,5.0,4.83,4.67,8,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,29,247,0,0,0,0,0,0,0,0,0,0,1,0
1637876,84.0,2,1.0,1.0,1.0,Fluntern,Private room,Private room in rental unit,2,47.38175,8.55171,1,5,6,109,596,41,2,4.07,1,100.0,99.0,1.0,2,1,4.96,4.97,4.98,4.98,4.98,4.88,4.9,22,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,40,253,0,0,0,0,0,0,0,0,1,0,1,0
1738497,87.0,2,1.0,1.0,1.0,Langstrasse,Entire home/apt,Entire rental unit,7,47.3809224,8.526627699999999,0,0,0,271,0,0,0,,0,,0.0,,1,0,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,114,0,0,0,0,0,0,0,0,0,0,0,0
1834747,93.0,2,1.0,1.5,1.0,Lindenhof,Private room,Private room in rental unit,2,47.37313,8.53899,6,6,6,6,53,8,1,0.38,0,100.0,94.0,1.0,2,0,4.81,4.92,4.79,4.94,4.98,4.98,4.83,33,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,47,275,0,0,1,0,0,0,0,1,1,0,0,0
1876794,302.0,2,2.0,1.0,1.0,Hottingen,Entire home/apt,Entire rental unit,1,47.36853,8.55149,29,59,89,179,12,0,0,0.09,0,100.0,33.0,2.0,8,0,4.42,4.33,4.33,4.67,4.83,4.5,3.92,14,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,23,200,0,0,0,1,0,0,1,0,0,0,0,0
1880893,286.0,2,1.0,1.0,1.0,Hochschulen,Entire home/apt,Entire rental unit,1,47.36701,8.54944,29,54,84,174,19,0,0,0.14,0,100.0,33.0,2.0,8,0,4.47,4.63,4.68,4.95,4.84,4.74,4.47,14,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,45,498,0,0,1,1,0,0,1,0,1,0,0,0
1888122,93.0,1,0.0,1.0,1.0,Mühlebach,Entire home/apt,Entire rental unit,7,47.3656,8.54874,11,11,21,78,23,4,0,0.42,0,100.0,75.0,1.0,1,0,4.91,5.0,4.78,4.91,5.0,4.96,4.7,26,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,49,552,0,0,1,0,0,0,1,0,0,0,0,1
1962016,140.0,4,1.0,2.0,1.0,Altstetten,Private room,Private room in rental unit,2,47.38122,8.49908,26,56,86,361,131,3,0,0.93,0,100.0,100.0,2.0,1,0,4.79,4.9,4.89,4.88,4.89,4.78,4.73,72,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,16,494,0,0,0,0,0,0,0,0,0,0,1,0
1982405,87.0,2,1.0,1.0,1.0,Wipkingen,Entire home/apt,Entire rental unit,26,47.39325,8.53188,2,27,57,332,57,5,1,0.41,1,100.0,75.0,2.0,5,0,4.72,4.79,4.58,4.75,4.75,4.91,4.49,37,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,41,299,0,0,0,1,0,0,0,0,1,0,0,0
1992345,247.0,2,1.0,1.0,1.0,Wollishofen,Entire home/apt,Entire rental unit,5,47.33772,8.53953,0,0,27,302,3,1,0,0.02,1,80.0,33.0,3.0,7,0,5.0,4.67,4.67,5.0,5.0,4.67,4.67,7,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,288,0,0,0,0,0,0,1,0,0,0,0,0
2004128,165.0,3,1.0,1.0,1.0,Werd,Entire home/apt,Entire rental unit,5,47.37043,8.52843,0,0,22,112,29,0,0,0.2,0,100.0,0.0,3.0,1,0,4.89,4.93,4.86,4.93,5.0,4.86,4.69,48,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,41,502,0,0,1,0,0,0,1,0,0,0,0,1
2021797,60.0,1,1.0,1.5,2.0,Alt-Wiedikon,Private room,Private room in rental unit,1,47.36249,8.52253,10,40,70,317,142,3,0,0.99,0,90.0,69.0,2.0,2,0,4.55,4.69,4.22,4.79,4.85,4.57,4.5,30,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,43,481,0,0,0,0,0,0,0,0,0,0,0,1
2045519,47.0,1,1.0,1.0,1.0,Hottingen,Private room,Private room in townhouse,14,47.36644,8.56301,0,0,0,59,94,3,1,0.68,1,100.0,40.0,2.0,5,0,4.67,4.75,4.7,4.98,4.97,4.9,4.62,59,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,49,429,0,0,0,0,0,0,1,0,0,0,0,0
2049847,50.0,1,1.0,1.0,1.0,Hottingen,Private room,Private room in townhouse,14,47.36644,8.56301,0,0,0,59,107,0,0,0.78,1,100.0,40.0,2.0,5,0,4.65,4.57,4.7,4.84,4.82,4.84,4.57,63,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
2055920,404.0,6,3.0,2.0,3.0,Gewerbeschule,Entire home/apt,Entire loft,10,47.38153,8.5288,29,59,89,269,19,3,0,0.14,1,100.0,75.0,2.0,6,0,4.95,4.95,4.95,5.0,5.0,4.63,4.84,33,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42,355,0,0,1,1,0,0,0,0,0,0,0,0
2073042,50.0,1,2.0,1.0,1.0,Hottingen,Private room,Private room in townhouse,7,47.36672,8.56401,2,4,4,54,64,3,1,0.45,1,100.0,40.0,2.0,5,0,4.74,4.76,4.71,4.87,4.86,4.89,4.71,57,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,35,545,0,0,0,0,0,0,1,0,0,0,0,0
2082084,60.0,1,1.0,1.5,2.0,Alt-Wiedikon,Private room,Private room in rental unit,1,47.36431,8.52174,0,0,27,195,136,5,0,0.96,0,90.0,69.0,2.0,2,0,4.73,4.77,4.35,4.85,4.9,4.76,4.66,30,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,43,480,0,0,0,0,0,0,0,0,0,0,0,1
2470664,99.0,2,1.0,1.0,1.0,Rathaus,Entire home/apt,Entire rental unit,20,47.37452,8.54549,0,14,44,319,56,1,0,0.4,0,100.0,100.0,2.0,5,0,4.61,4.7,4.7,4.84,4.93,4.88,4.46,18,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,44,166,0,0,0,0,0,0,1,1,0,0,0,1
2579889,119.0,6,2.0,1.0,3.0,Alt-Wiedikon,Entire home/apt,Entire rental unit,1,47.36347,8.51845,4,21,29,199,687,40,3,4.93,0,,,,5,0,4.31,4.51,4.46,4.72,4.81,4.43,4.32,32,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,18,298,0,0,0,0,0,0,0,0,1,0,0,0
2668952,130.0,3,0.0,1.0,2.0,Lindenhof,Entire home/apt,Entire rental unit,3,47.37554,8.54207,12,35,58,320,511,56,2,3.76,1,100.0,94.0,1.0,52,1,4.56,4.65,4.56,4.76,4.72,4.96,4.53,32,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,39,276,0,0,0,0,0,1,0,1,1,0,0,0
2679799,67.0,2,1.0,1.5,2.0,Wollishofen,Private room,Private room in rental unit,2,47.3367,8.53347,4,4,4,4,180,23,0,1.29,1,100.0,100.0,1.0,4,1,4.93,4.92,4.94,4.97,4.99,4.73,4.86,29,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,35,500,0,0,1,0,0,0,1,0,1,0,0,0
2759581,101.0,2,1.0,1.0,1.0,Rathaus,Entire home/apt,Entire rental unit,20,47.37569,8.54465,0,8,36,311,61,12,1,0.45,0,100.0,100.0,2.0,5,0,4.67,4.72,4.57,4.69,4.89,4.9,4.49,20,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,36,262,0,1,0,0,0,0,1,1,0,0,0,0
2836559,680.0,2,1.0,1.0,1.0,Lindenhof,Entire home/apt,Entire rental unit,3,47.37274,8.54002,28,54,84,101,80,3,1,0.58,0,100.0,78.0,2.0,2,0,4.89,4.8,4.86,4.91,4.99,4.93,4.79,34,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,27,504,0,0,0,0,0,0,0,1,0,0,0,0
2869081,104.0,4,1.0,1.0,1.0,Altstetten,Entire home/apt,Entire rental unit,1,47.38644,8.50317,0,0,0,242,19,1,1,0.15,0,100.0,99.0,1.0,240,1,4.63,4.58,4.89,4.89,4.79,4.37,4.47,18,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,27,68,0,0,0,0,0,1,0,0,0,0,0,0
2869105,104.0,4,1.0,1.0,2.0,Altstetten,Entire home/apt,Entire rental unit,1,47.38644,8.50317,0,0,0,60,15,1,0,0.12,0,100.0,99.0,1.0,240,1,4.53,4.6,4.67,4.8,4.6,4.33,4.47,22,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28,83,0,0,1,0,0,1,0,0,0,0,0,0
2869130,107.0,4,1.0,1.0,2.0,Altstetten,Entire home/apt,Entire rental unit,1,47.38644,8.50317,0,20,50,325,6,0,0,0.04,0,100.0,99.0,1.0,240,1,4.67,4.67,4.67,4.67,4.67,4.67,4.67,23,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,29,68,0,0,0,0,0,1,0,0,0,0,0,0
2920505,144.0,3,1.0,1.0,2.0,Rathaus,Entire home/apt,Entire rental unit,1,47.37505,8.54372,7,30,40,315,31,1,0,0.24,0,100.0,99.0,1.0,240,1,4.55,4.77,4.84,4.81,4.94,4.81,4.45,19,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,41,233,0,0,0,0,0,0,0,0,0,0,0,1
2920543,139.0,3,0.0,1.0,2.0,Rathaus,Entire home/apt,Entire rental unit,1,47.37505,8.54372,13,26,49,312,48,5,0,0.35,0,100.0,99.0,1.0,240,1,4.5,4.53,4.79,4.73,4.77,4.48,4.35,18,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,37,215,0,0,0,0,0,0,0,0,0,0,0,1
2920590,140.0,5,2.0,1.0,4.0,Mühlebach,Entire home/apt,Entire rental unit,1,47.36427,8.54935,1,23,34,287,83,9,0,0.64,0,100.0,99.0,1.0,240,1,4.58,4.73,4.76,4.96,4.78,4.88,4.54,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,42,360,0,0,0,1,0,0,0,0,0,0,1,0
2920698,140.0,5,2.0,1.0,4.0,Rathaus,Entire home/apt,Entire rental unit,1,47.37468,8.54342,20,46,67,334,212,34,0,1.57,0,100.0,99.0,1.0,240,1,4.69,4.7,4.81,4.83,4.79,4.84,4.54,33,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,39,246,0,1,0,0,0,0,0,1,0,0,0,1
2920742,134.0,3,1.0,1.0,2.0,Rathaus,Entire home/apt,Entire rental unit,1,47.37468,8.54342,12,30,39,305,52,4,1,0.39,0,100.0,99.0,1.0,240,1,4.42,4.75,4.83,4.69,4.71,4.75,4.27,17,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,35,212,0,0,0,0,0,0,0,0,0,0,0,1
2920780,135.0,1,1.0,1.0,1.0,Rathaus,Entire home/apt,Entire rental unit,1,47.37468,8.54342,12,30,55,321,49,6,0,0.37,0,100.0,99.0,1.0,240,1,4.73,4.8,4.84,4.84,4.84,4.92,4.47,30,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,30,212,0,0,0,0,0,0,0,0,0,0,0,1
2920806,139.0,2,0.0,1.0,1.0,Rathaus,Entire home/apt,Entire rental unit,1,47.37468,8.54342,18,31,48,313,9,2,1,0.08,0,100.0,99.0,1.0,240,1,4.56,5.0,4.89,5.0,4.89,4.89,4.78,18,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,35,214,0,0,0,0,0,0,0,0,0,0,0,1
2962635,134.0,1,0.0,1.0,1.0,Rathaus,Entire home/apt,Entire rental unit,1,47.37468,8.54342,12,24,37,280,30,3,0,0.23,0,100.0,99.0,1.0,240,1,4.37,4.6,4.8,4.5,4.53,4.93,4.2,17,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,30,214,0,0,0,0,0,0,0,0,0,0,0,1
3209659,55.0,1,1.0,1.0,1.0,Altstetten,Private room,Private room in home,30,47.3804,8.48076,17,47,77,352,33,0,0,0.27,1,100.0,100.0,1.0,23,0,4.79,4.88,4.73,4.85,4.76,4.58,4.67,21,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,38,429,0,0,0,0,0,0,0,0,1,0,1,0
3470221,187.0,2,1.0,1.0,1.0,Mühlebach,Entire home/apt,Entire serviced apartment,3,47.35697,8.55664,27,57,61,61,4,0,0,0.03,0,92.0,51.0,2.0,43,0,4.5,5.0,5.0,5.0,5.0,5.0,4.67,37,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,39,387,0,0,0,1,1,0,0,0,0,0,1,0
3470708,238.0,4,1.0,1.0,2.0,Mühlebach,Entire home/apt,Entire serviced apartment,3,47.35703,8.5567,28,58,62,62,11,0,0,0.09,0,92.0,51.0,2.0,43,0,4.91,4.82,5.0,4.82,4.91,4.91,4.73,37,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,38,410,0,0,0,1,0,0,0,0,0,0,1,1
3483175,353.0,6,1.0,1.0,2.0,Mühlebach,Entire home/apt,Entire serviced apartment,3,47.35578,8.5566,28,58,62,62,28,0,0,0.21,0,92.0,51.0,2.0,43,0,4.71,4.86,4.96,4.86,4.82,4.96,4.46,37,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,39,466,0,0,0,1,0,0,0,0,0,0,1,0
3487718,217.0,4,1.0,1.0,1.0,Mühlebach,Entire home/apt,Entire serviced apartment,3,47.35578,8.55666,2,29,33,33,11,0,0,0.08,0,92.0,51.0,2.0,43,0,4.64,4.82,4.82,4.73,4.82,4.82,4.45,37,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,32,365,0,0,0,1,0,0,0,0,0,0,1,1
3682024,172.0,4,2.0,2.0,3.0,Hottingen,Entire home/apt,Entire rental unit,3,47.36947,8.5569,14,44,74,74,72,13,3,0.57,0,85.0,98.0,1.0,30,0,4.67,4.72,4.69,4.69,4.51,4.82,4.56,31,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,33,276,0,0,0,0,0,0,1,0,0,0,0,0
3682156,185.0,4,2.0,2.0,3.0,Hottingen,Entire home/apt,Entire rental unit,2,47.36938,8.55729,29,34,34,34,105,22,5,0.8,0,85.0,98.0,1.0,30,0,4.88,4.9,4.85,4.92,4.91,4.9,4.72,38,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,28,292,0,0,0,0,0,0,1,0,0,0,0,1
3682204,191.0,4,2.0,2.0,3.0,Hottingen,Entire home/apt,Entire serviced apartment,2,47.37066,8.55775,4,4,4,4,14,6,1,0.16,0,85.0,98.0,1.0,30,0,4.79,4.93,4.86,4.79,4.86,4.86,4.5,32,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,31,214,0,0,0,0,0,0,0,0,0,0,0,0
3683319,339.0,6,3.0,2.0,4.0,Weinegg,Entire home/apt,Entire rental unit,2,47.36231,8.55827,25,55,85,85,108,3,0,0.85,0,85.0,98.0,1.0,30,1,4.8,4.79,4.86,4.79,4.77,4.93,4.66,28,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,37,402,0,0,1,0,0,0,1,0,1,0,1,0
3813905,79.0,1,1.0,1.0,1.0,Altstetten,Entire home/apt,Entire rental unit,1,47.38055,8.48124,10,31,54,308,516,59,5,4.15,1,100.0,100.0,1.0,23,1,4.87,4.91,4.92,4.96,4.92,4.71,4.78,23,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,27,269,0,0,0,0,0,0,0,0,0,0,0,1
3814983,276.0,6,3.0,2.0,6.0,Weinegg,Entire home/apt,Entire rental unit,2,47.36231,8.55827,26,56,86,86,106,19,2,0.79,0,85.0,98.0,1.0,30,0,4.86,4.88,4.76,4.92,4.92,4.9,4.67,25,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,34,223,0,0,0,0,0,0,1,0,0,0,0,0
3857206,135.0,2,1.0,1.5,2.0,Alt-Wiedikon,Entire home/apt,Entire rental unit,5,47.36723,8.51917,19,46,76,351,15,0,0,0.19,0,100.0,50.0,1.0,3,0,4.87,4.8,4.87,4.87,4.87,4.87,4.73,20,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,42,372,0,0,1,1,0,0,0,0,1,0,0,0
