id,price,accommodates,bedrooms,bathrooms,beds,neighbourhood_cleansed,room_type,property_type,minimum_nights,latitude,longitude,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,host_is_superhost,host_response_rate,host_acceptance_rate,host_response_time,host_total_listings_count,instant_bookable,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,n_amenities,amen_wifi,amen_kitchen,amen_hot_water,amen_hair_dryer,amen_bed_linens,amen_hangers,amen_essentials,amen_cooking_basics,amen_refrigerator,amen_dishes_and_silverware,amen_iron,amen_heating,amen_dedicated_workspace,amen_self_check_in,amen_long_term_stays_allowed,amen_oven,amen_shampoo,amen_dishwasher,amen_hot_water_kettle,amen_room_darkening_shades,amen_tv,amen_dining_table,amen_wine_glasses,amen_washer,amen_elevator,amen_lockbox,amen_microwave,amen_freezer,amen_stove,amen_bathtub,text_name_len,text_desc_len,text_luxury,text_view,text_central,text_modern,text_terrace,text_renovated,text_lake,text_river,text_quiet,text_design,text_spacious,text_charming
888309544518575693,81.0,2,0.0,1.0,1.0,Weinegg,Entire home/apt,Entire rental unit,1,47.35625,8.57219,0,1,1,271,7,2,0,0.26,0,100.0,99.0,1.0,240,1,4.71,4.86,5.0,4.86,4.86,4.14,4.43,27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,42,499,0,0,0,0,0,0,0,0,0,1,0,1
888340297679251668,84.0,2,0.0,1.0,1.0,Weinegg,Entire home/apt,Entire rental unit,1,47.35741,8.57207,0,24,24,290,2,1,0,0.07,0,100.0,99.0,1.0,240,1,4.5,4.5,4.5,4.5,5.0,3.5,4.0,28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,46,499,0,0,0,0,0,0,0,0,0,1,0,1
888340299922627619,87.0,2,0.0,1.0,1.0,Weinegg,Entire home/apt,Entire rental unit,1,47.35668,8.5718,10,25,55,330,8,5,1,0.3,0,100.0,99.0,1.0,240,1,4.88,4.88,4.88,5.0,4.88,4.5,4.5,28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,42,499,0,0,0,0,0,0,0,0,0,1,0,1
888340313344548148,87.0,2,0.0,1.0,1.0,Weinegg,Entire home/apt,Entire rental unit,1,47.35666,8.57191,0,1,1,250,2,0,0,0.07,0,100.0,99.0,1.0,240,1,5.0,4.5,5.0,5.0,5.0,5.0,4.5,27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,41,499,0,0,0,0,0,0,0,0,0,1,0,1
888340634386991793,90.0,2,0.0,1.0,1.0,Weinegg,Entire home/apt,Entire rental unit,1,47.35672,8.57324,0,0,0,91,0,0,0,,0,100.0,99.0,1.0,240,1,,,,,,,,27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,44,499,0,0,0,0,0,0,0,0,0,1,0,1
888340678306710579,84.0,2,0.0,1.0,1.0,Weinegg,Entire home/apt,Entire rental unit,1,47.35639,8.57387,0,0,0,29,1,0,0,0.03,0,100.0,99.0,1.0,240,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,41,499,0,0,0,0,0,0,0,0,0,1,0,1
888340807316306636,87.0,2,0.0,1.0,1.0,Weinegg,Entire home/apt,Entire rental unit,1,47.35624,8.5732,7,7,12,279,5,0,0,0.27,0,100.0,99.0,1.0,240,1,4.8,4.8,4.8,5.0,4.8,4.8,4.8,27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,41,499,0,0,0,0,0,0,0,0,0,1,0,1
888341691372485180,87.0,2,0.0,1.0,1.0,Hirslanden,Entire home/apt,Entire rental unit,1,47.35764,8.57358,0,0,0,152,2,1,0,0.14,0,100.0,99.0,1.0,240,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,42,499,0,0,0,0,0,0,0,0,0,1,0,1
888341905942818073,87.0,2,0.0,1.0,1.0,Weinegg,Entire home/apt,Entire rental unit,1,47.35772,8.57245,0,0,0,272,5,3,0,0.26,0,100.0,99.0,1.0,240,1,4.6,4.4,4.8,4.2,4.6,4.4,4.0,28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,43,499,0,0,0,0,0,0,0,0,0,1,0,1
888341946665996589,86.0,2,0.0,1.0,1.0,Weinegg,Entire home/apt,Entire rental unit,1,47.35638,8.57342,0,0,0,272,2,0,0,0.08,0,100.0,99.0,1.0,240,1,5.0,5.0,5.0,5.0,5.0,5.0,4.5,27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,46,499,0,0,0,0,0,0,0,0,0,1,0,1
889075737863900334,84.0,2,0.0,1.0,1.0,Hirslanden,Entire home/apt,Entire rental unit,1,47.35769,8.57401,0,0,0,29,1,0,0,0.06,0,100.0,99.0,1.0,240,1,4.0,5.0,5.0,2.0,5.0,5.0,4.0,27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,43,499,0,0,0,0,0,0,0,0,0,1,0,1
889457239512430257,122.0,2,1.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,2,47.38255849999999,8.5442055,19,21,21,21,29,17,1,1.03,0,100.0,95.0,1.0,252,1,4.66,4.79,4.86,4.76,4.79,4.9,4.59,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,38,363,0,0,1,0,1,0,0,0,0,0,0,0
889889984575318825,117.0,2,1.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,2,47.38255849999999,8.5442055,0,0,0,45,44,24,0,1.57,0,100.0,95.0,1.0,252,1,4.86,4.82,4.91,4.93,5.0,4.91,4.89,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,50,363,0,0,1,0,1,0,0,0,0,0,0,0
894281545341145578,241.0,4,2.0,2.0,2.0,Oerlikon,Entire home/apt,Entire rental unit,2,47.40279,8.55194,9,9,9,9,5,2,0,0.34,1,88.0,57.0,3.0,5,0,5.0,5.0,4.8,5.0,4.8,4.8,4.8,79,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,36,525,0,0,1,0,1,0,0,0,0,0,1,0
895493074447184134,225.0,3,1.0,1.0,1.0,Hard,Entire home/apt,Entire rental unit,3,47.3840999,8.5081704,22,41,71,335,16,4,0,0.62,0,100.0,100.0,1.0,21,1,4.81,4.75,4.94,4.75,4.88,4.63,4.56,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
896081005936039487,135.0,2,1.0,1.0,1.0,Hard,Private room,Private room in rental unit,1,47.38616,8.50529,0,30,60,60,19,0,0,0.68,0,,33.0,,2,0,4.95,5.0,5.0,5.0,5.0,4.74,4.84,20,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,9,432,0,0,1,0,0,0,1,0,0,0,0,0
897011883925294207,236.0,3,1.0,1.0,0.0,Enge,Entire home/apt,Entire rental unit,4,47.36274,8.52644,23,53,83,358,7,3,0,0.25,0,,94.0,,10,0,3.86,4.0,3.86,3.71,4.14,4.14,3.57,19,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,48,462,0,0,1,1,0,0,0,0,0,0,0,1
898803289581533441,211.0,4,2.0,1.0,2.0,Werd,Entire home/apt,Entire rental unit,1,47.3739935,8.5215063,9,32,50,298,165,47,4,6.07,1,100.0,100.0,1.0,17,0,4.9,4.96,4.93,4.94,4.97,4.83,4.87,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,49,513,0,0,1,0,0,0,0,0,0,0,1,0
898803294461571982,211.0,4,2.0,1.0,2.0,Werd,Entire home/apt,Entire rental unit,1,47.3739935,8.5215063,11,25,50,301,174,66,8,6.39,1,100.0,100.0,1.0,17,0,4.82,4.89,4.86,4.91,4.96,4.77,4.74,41,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,45,557,0,0,1,0,0,0,0,0,0,0,0,1
898803298900946366,211.0,5,2.0,1.0,3.0,Werd,Entire home/apt,Entire rental unit,1,47.3739935,8.5215063,3,21,34,284,183,55,2,6.7,1,100.0,100.0,1.0,17,0,4.87,4.9,4.96,4.94,4.94,4.84,4.73,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,41,536,0,0,1,0,0,0,0,0,0,0,1,0
900444146921410444,92.0,2,1.0,1.0,1.0,Langstrasse,Private room,Private room in rental unit,1,47.37664,8.52362,3,3,3,3,64,29,4,2.27,1,100.0,82.0,1.0,3,0,4.95,4.91,4.98,4.97,5.0,4.94,4.88,39,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,32,453,0,0,1,0,0,0,0,0,1,0,0,1
906982322935227808,144.0,5,1.0,1.0,2.0,Hard,Entire home/apt,Entire rental unit,1,47.37843040000001,8.5141005,17,17,17,17,106,33,0,3.77,1,100.0,100.0,1.0,12,1,4.84,4.86,4.82,4.91,4.9,4.69,4.6,26,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,28,190,0,0,1,0,0,0,0,0,0,0,0,0
908669225511385777,74.0,2,1.0,1.5,1.0,Altstetten,Private room,Private room in rental unit,2,47.38331,8.48304,0,0,6,226,10,6,2,0.4,0,100.0,100.0,2.0,1,0,4.9,4.9,5.0,5.0,5.0,4.7,4.6,58,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,47,495,0,0,0,0,0,0,0,0,1,0,0,0
908732840710537310,139.0,3,1.0,2.5,0.0,Oerlikon,Entire home/apt,Entire home,90,47.40302,8.55327,28,58,88,363,7,5,0,0.26,0,100.0,55.0,2.0,2,0,4.43,4.43,4.43,4.43,4.43,4.43,4.43,66,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,24,470,0,0,1,1,0,0,0,0,1,0,0,0
909882225277381494,162.0,2,1.0,1.0,1.0,Mühlebach,Entire home/apt,Entire rental unit,6,47.3648345,8.549878,10,11,31,66,115,53,4,4.17,1,90.0,98.0,1.0,1,0,4.97,4.99,4.99,4.94,4.96,4.97,4.9,37,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,45,499,0,0,0,0,0,0,1,0,0,0,1,0
909882459159828759,254.0,3,2.0,2.0,2.0,Escher Wyss,Entire home/apt,Entire rental unit,30,47.391406,8.5101746,0,0,0,258,0,0,0,,0,100.0,99.0,3.0,214,1,,,,,,,,29,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,45,310,0,0,0,1,0,0,0,0,0,0,0,1
913549863056235097,114.0,2,1.0,2.0,1.0,Albisrieden,Private room,Private room in bed and breakfast,3,47.370127898813685,8.489799017999262,29,59,89,179,0,0,0,,0,,,,1,0,,,,,,,,7,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,75,0,0,0,0,0,0,0,0,0,0,0,1
914424410638034221,157.0,1,1.0,1.0,1.0,Mühlebach,Private room,Private room in rental unit,2,47.36474,8.55095,29,59,89,364,0,0,0,,0,,,,1,0,,,,,,,,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0
917237717257474918,211.0,4,2.0,1.0,2.0,Werd,Entire home/apt,Entire rental unit,1,47.3739935,8.5215063,6,12,25,282,207,89,6,7.63,1,100.0,100.0,1.0,17,0,4.9,4.92,4.92,4.94,4.95,4.79,4.7,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,40,569,0,0,1,0,0,0,0,0,0,0,0,0
917243256870580397,211.0,5,2.0,1.0,3.0,Werd,Entire home/apt,Entire rental unit,1,47.3739935,8.5215063,6,16,26,263,207,68,8,7.58,1,100.0,100.0,1.0,17,0,4.89,4.94,4.92,4.94,4.95,4.82,4.81,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,49,573,0,0,1,0,0,0,0,0,0,0,1,0
917861021749645073,137.0,2,1.0,1.0,1.0,Hottingen,Entire home/apt,Entire rental unit,4,47.36556,8.56044,0,0,0,219,21,4,0,0.89,0,0.0,25.0,4.0,1,0,4.81,4.9,4.76,4.81,4.76,4.9,4.71,37,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,30,288,0,0,1,1,0,1,0,0,1,0,0,0
918586022096296699,400.0,4,2.0,2.0,3.0,Mühlebach,Entire home/apt,Entire condo,1,47.35658,8.55784,26,56,86,354,43,15,0,1.62,1,100.0,100.0,1.0,1,0,4.95,4.93,4.88,4.98,5.0,4.98,4.84,62,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,48,184,0,0,1,0,0,0,1,0,0,0,0,0
919687481995644072,206.0,2,1.0,1.0,1.0,Altstetten,Private room,Private room in rental unit,1,47.3855704,8.4928458,30,60,90,90,4,0,0,0.15,0,,,,1,0,3.5,4.0,3.25,4.0,4.0,4.0,3.5,50,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,21,540,0,0,0,1,1,0,0,1,0,0,1,0
919979992633903069,185.0,2,1.0,1.0,1.0,Alt-Wiedikon,Entire home/apt,Entire rental unit,30,47.3694273,8.516073,0,0,0,152,2,0,0,0.08,0,100.0,99.0,3.0,214,1,5.0,5.0,5.0,5.0,4.5,5.0,4.5,28,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,50,300,0,0,0,1,0,0,0,0,0,0,0,0
920105649817396195,214.0,6,2.0,1.0,3.0,Fluntern,Entire home/apt,Entire rental unit,2,47.3794812,8.5569459,22,22,22,67,59,21,3,2.15,0,100.0,95.0,1.0,252,1,4.81,4.83,4.83,4.93,4.85,4.78,4.71,45,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,50,430,0,0,1,1,1,0,0,0,1,0,1,0
921084220429937150,157.0,6,2.0,1.0,3.0,Hard,Entire home/apt,Entire rental unit,1,47.37951,8.51459,12,12,12,12,82,26,1,2.99,1,100.0,100.0,1.0,12,1,4.84,4.82,4.85,4.96,4.96,4.76,4.65,39,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,32,142,0,0,1,0,0,0,0,0,1,0,0,0
922209694349397369,105.0,2,0.0,1.0,1.0,Hirslanden,Entire home/apt,Entire rental unit,2,47.3601469,8.5668119,15,15,15,60,25,21,2,1.5,0,100.0,95.0,1.0,252,1,4.56,4.76,4.64,4.64,4.64,4.72,4.52,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,40,426,0,0,1,1,0,0,0,0,1,0,1,0
922242417175016272,68.0,1,1.0,2.5,1.0,Höngg,Private room,Private room in rental unit,21,47.40544,8.47854,28,58,88,88,0,0,0,,0,,,,1,0,,,,,,,,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,30,253,0,0,0,0,0,0,0,1,0,0,0,1
923790290997643212,169.0,2,1.0,1.0,1.0,Mühlebach,Private room,Private room in rental unit,1,47.36223,8.5526,27,54,84,264,33,11,0,1.21,1,100.0,46.0,3.0,2,0,5.0,5.0,4.94,5.0,5.0,4.94,4.91,8,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,35,472,0,0,1,1,0,1,1,0,1,0,1,1
925369942049702239,315.0,4,2.0,1.0,2.0,Langstrasse,Entire home/apt,Entire rental unit,2,47.37707,8.52465,19,21,21,21,18,4,1,0.68,1,100.0,82.0,1.0,3,0,4.89,4.78,4.67,4.89,5.0,4.72,4.61,30,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,42,447,0,0,1,0,0,0,0,0,1,0,0,1
926530118895050180,151.0,2,1.0,1.0,1.0,Enge,Private room,Private room in rental unit,3,47.35819,8.52437,27,57,87,177,0,0,0,,0,,,,1,0,,,,,,,,33,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1
926633762770079091,93.0,3,1.0,1.0,2.0,Weinegg,Entire home/apt,Entire rental unit,2,47.36124,8.56048,28,58,88,173,38,30,1,1.49,0,97.0,100.0,1.0,109,1,4.53,4.5,4.53,4.74,4.68,4.87,4.32,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,26,525,0,0,0,0,0,0,1,0,0,0,0,1
926894212969592164,58.0,2,1.0,1.5,1.0,Albisrieden,Private room,Private room in rental unit,1,47.37958,8.49449,9,35,65,65,123,64,5,4.52,0,93.0,82.0,2.0,2,0,4.65,4.82,4.56,4.88,4.77,4.46,4.49,36,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,15,166,0,0,0,0,0,0,0,0,0,0,0,0
927094881257317705,211.0,6,2.0,1.0,3.0,Werd,Entire home/apt,Entire rental unit,1,47.3739935,8.5215063,10,26,45,291,148,50,3,5.44,1,100.0,100.0,1.0,17,0,4.95,4.92,4.93,4.92,4.92,4.83,4.73,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,36,556,0,0,0,0,0,0,0,0,0,0,0,0
927099274455108509,319.0,4,2.0,1.0,2.0,Werd,Entire home/apt,Entire rental unit,1,47.3739935,8.5215063,15,42,69,320,153,57,4,5.63,1,100.0,100.0,1.0,17,0,4.84,4.87,4.88,4.92,4.94,4.78,4.71,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,47,564,0,0,1,0,0,0,0,0,0,0,0,0
927229037901012266,300.0,2,1.0,1.0,1.0,Witikon,Private room,Private room in rental unit,1,47.35711,8.60107,30,60,90,90,0,0,0,,0,,,,1,0,,,,,,,,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,49,0,0,0,0,0,0,0,0,0,0,0,0
927348972041408988,111.0,4,2.0,2.5,2.0,Weinegg,Entire home/apt,Entire rental unit,2,47.36056,8.5602,25,55,85,170,44,10,0,1.67,0,97.0,100.0,1.0,109,1,4.73,4.82,4.91,4.52,4.64,4.84,4.59,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,34,497,0,0,0,1,0,0,0,0,0,0,1,1
927404410416837780,210.0,4,2.0,2.0,2.0,Seebach,Entire home/apt,Entire rental unit,30,47.41578,8.55538,0,0,0,272,1,0,0,0.07,0,100.0,99.0,3.0,214,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,29,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,47,261,0,0,0,0,0,0,0,0,0,0,0,1
928343155399880578,100.0,2,1.0,1.0,1.0,Oerlikon,Entire home/apt,Entire rental unit,1,47.4063606,8.5511227,0,0,0,214,31,2,0,1.15,0,93.0,93.0,1.0,23,1,4.06,3.9,3.97,4.19,4.1,4.03,4.1,6,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,75,0,0,1,0,0,0,0,0,0,0,0,0
928811439229517808,180.0,2,1.0,1.0,2.0,Wipkingen,Entire home/apt,Entire rental unit,3,47.39408,8.52446,28,58,88,88,19,9,2,0.75,0,100.0,92.0,1.0,1,0,4.89,4.89,5.0,4.95,4.79,4.84,4.79,30,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,39,411,0,1,0,1,1,0,0,1,1,0,0,0
929157948055650565,92.0,2,1.0,1.0,2.0,Höngg,Private room,Private room in rental unit,1,47.40448,8.50024,25,53,83,124,8,2,0,0.31,0,100.0,77.0,1.0,3,1,4.75,4.5,4.25,4.75,4.88,4.25,4.13,58,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,44,287,0,1,0,0,1,0,0,0,0,0,1,1
929395123816126361,141.0,2,1.0,1.0,1.0,Rathaus,Entire home/apt,Entire rental unit,1,47.37479,8.54431,8,28,49,139,93,34,1,3.71,0,100.0,99.0,1.0,11,1,4.65,4.76,4.83,4.83,4.88,4.67,4.48,14,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,44,367,0,0,0,1,0,0,1,0,0,0,0,1
929430258063594554,165.0,3,1.0,1.0,1.0,Rathaus,Entire home/apt,Entire rental unit,1,47.37438244391804,8.543723420098877,7,23,40,115,27,10,2,1.03,0,100.0,99.0,1.0,11,1,4.33,4.48,4.41,4.52,4.74,4.59,4.26,13,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,44,368,0,0,0,1,0,0,1,0,0,0,0,1
929488147325173544,148.0,2,1.0,1.5,1.0,Leimbach,Entire home/apt,Entire rental unit,30,47.3258301,8.5183702,0,0,0,163,0,0,0,,0,100.0,99.0,3.0,214,1,,,,,,,,29,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,46,307,0,0,0,1,0,0,0,0,0,0,0,0
930425975482624633,93.0,3,1.0,1.0,2.0,Weinegg,Entire home/apt,Entire rental unit,2,47.36124,8.56048,28,58,88,173,7,3,0,0.28,0,97.0,100.0,1.0,109,1,4.43,4.71,4.86,5.0,4.71,4.71,4.29,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,30,443,0,0,1,0,0,0,1,0,0,0,1,0
931754496616036461,61.0,2,1.0,1.0,1.0,Oberstrass,Entire home/apt,Entire rental unit,2,47.3838903,8.550337899999999,3,24,26,197,2,0,0,0.08,0,29.0,0.0,4.0,1,0,4.5,4.5,4.5,5.0,4.5,4.5,4.5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,253,0,0,0,0,0,0,0,0,0,0,1,0
932988738885937859,211.0,4,2.0,1.0,2.0,Wollishofen,Entire home/apt,Entire rental unit,1,47.3468343,8.5262997,12,14,14,14,100,48,4,3.85,1,100.0,99.0,1.0,2,1,4.9,4.92,4.93,4.9,4.91,4.87,4.76,61,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,46,471,0,0,0,0,0,1,1,0,0,0,1,0
938068589364582436,174.0,2,1.0,1.0,1.0,Oerlikon,Private room,Private room in rental unit,1,47.41153,8.54457,0,0,29,119,32,8,0,1.25,0,,63.0,,1,0,4.94,5.0,4.97,4.75,4.97,4.81,4.88,13,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,514,0,0,0,0,0,0,0,0,0,0,0,1
938840431076486177,156.0,2,1.0,1.0,1.0,Langstrasse,Entire home/apt,Entire serviced apartment,1,47.3804858,8.5257857,26,56,86,332,14,7,0,0.55,0,90.0,100.0,1.0,3,1,4.43,4.21,4.71,4.57,4.71,4.29,4.21,42,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,42,347,0,0,0,1,0,0,0,0,0,0,1,0
941938190211119624,95.0,2,1.0,1.5,1.0,Hirzenbach,Private room,Private room in rental unit,2,47.40523,8.59117,30,60,90,270,12,1,0,0.48,0,75.0,25.0,3.0,1,0,4.58,4.58,4.42,4.67,4.5,4.5,4.42,54,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,34,458,0,0,1,1,0,0,0,0,0,0,0,0
942043391748309579,54.0,2,1.0,1.0,1.0,Altstetten,Private room,Private room in rental unit,3,47.39178,8.47519,29,59,89,179,7,1,0,0.27,1,90.0,24.0,2.0,1,0,5.0,5.0,4.86,5.0,5.0,4.86,5.0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,19,479,0,0,1,0,0,0,0,0,0,0,0,0
942434022119518547,79.0,2,1.0,1.0,1.0,Oerlikon,Entire home/apt,Entire rental unit,15,47.402751813045015,8.5472533972781,14,14,14,177,0,0,0,,0,,,,1,1,,,,,,,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,29,429,0,0,1,1,0,0,0,0,0,0,1,1
942559068923119797,167.0,2,1.0,1.0,1.0,Weinegg,Entire home/apt,Entire rental unit,5,47.36115,8.55929,13,22,22,53,5,3,0,0.28,0,75.0,25.0,3.0,3,0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,48,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,35,468,0,1,1,1,0,1,1,0,0,0,0,1
943911436085649226,163.0,2,1.0,1.0,1.0,Langstrasse,Entire home/apt,Entire serviced apartment,1,47.3804858,8.5257857,22,50,80,326,13,7,0,0.52,0,90.0,100.0,1.0,3,1,4.69,4.77,4.69,4.92,4.77,4.46,4.46,44,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,49,391,0,0,0,1,0,0,0,0,0,0,0,0
