accommodates,bedrooms,bathrooms,beds,neighbourhood_cleansed,room_type,property_type,minimum_nights,latitude,longitude,instant_bookable,n_amenities,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,amen_wifi,amen_kitchen,amen_hot_water,amen_hair_dryer,amen_bed_linens,amen_hangers,amen_essentials,amen_cooking_basics,amen_refrigerator,amen_dishes_and_silverware,amen_iron,amen_heating,amen_dedicated_workspace,amen_self_check_in,amen_long_term_stays_allowed,amen_oven,amen_shampoo,amen_dishwasher,amen_hot_water_kettle,amen_room_darkening_shades,amen_tv,amen_dining_table,amen_wine_glasses,amen_washer,amen_elevator,amen_lockbox,amen_microwave,amen_freezer,amen_stove,amen_bathtub,host_is_superhost,host_response_rate,host_acceptance_rate,host_response_time,host_total_listings_count,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,text_name_len,text_desc_len,text_luxury,text_view,text_central,text_modern,text_terrace,text_renovated,text_lake,text_river,text_quiet,text_design,text_spacious,text_charming,dist_hallenstadion_km,dist_letzigrund_km,dist_messe_km,dist_opernhaus_km,dist_hb_km,min_dist_venue_km
4,2.0,1.0,2.0,Höngg,Entire home/apt,Entire rental unit,2,47.39780520916864,8.502354091611442,0,14,24,54,55,55,5,5,3,3.57,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,100.0,100.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,40,473,0,0,0,1,0,1,0,1,1,1,1,1,5.175831589023062,2.0478043577549734,3.7352716273995936,4.897085639812901,3.6137905909469223,2.0478043577549734
2,1.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,1,47.395203,8.544974,0,37,2,17,42,128,228,22,0,4.8,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,100.0,99.0,1.0,13,4.87,4.89,4.95,4.89,4.94,4.66,4.7,42,413,0,0,0,0,0,0,0,0,0,0,1,0,4.072545871595617,3.5959429875505498,1.6678292293735753,3.3156812519452066,1.9559185444595648,1.6678292293735753
4,2.0,1.0,5.0,Hottingen,Entire home/apt,Entire rental unit,3,47.37197,8.56256,1,60,9,31,54,221,273,51,5,3.69,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,100.0,100.0,1.0,2,4.89,4.89,4.89,4.92,4.96,4.85,4.74,43,528,0,0,1,0,0,0,0,0,0,0,0,0,6.714012861831931,4.538110049341688,4.3573638603968,1.4194409507076693,1.8012315448758,1.4194409507076693
6,1.0,,3.0,Mühlebach,Private room,Private room in rental unit,1,47.36117,8.55615,0,22,30,60,90,365,0,0,0,,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,99.0,54.0,2.0,7,,,,,,,,31,505,0,0,1,0,0,0,1,0,1,0,0,0,7.858535479201153,4.466489105815483,5.459319310398399,0.8720656120653979,2.210308976331123,0.8720656120653979
2,0.0,1.0,1.0,Affoltern,Entire home/apt,Entire serviced apartment,7,47.41887,8.50807,0,46,27,57,87,87,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,100.0,78.0,3.0,69,,,,,,,,21,248,0,0,1,0,0,0,0,0,0,0,0,0,3.427730958141095,4.403523696925991,3.2051866426038216,6.60872788555903,5.161283885868345,3.2051866426038216
2,1.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,2,47.38798986904765,8.539310244389169,1,35,10,10,10,10,21,21,1,2.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,100.0,92.0,1.0,95,4.62,4.81,4.57,5.0,4.86,4.81,4.33,22,370,0,0,0,1,0,0,0,0,0,0,0,1,4.920459228476666,2.874487388352642,2.545335350653334,2.5679814239926153,1.1244142373398722,1.1244142373398722
3,1.0,1.5,2.0,Oberstrass,Entire home/apt,Entire rental unit,4,47.38632,8.54832,0,36,0,0,28,299,34,9,3,0.45,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,100.0,54.0,2.0,2,4.74,4.79,4.71,4.97,4.94,4.85,4.5,45,517,0,0,0,0,1,0,1,0,1,0,1,0,5.04680702180818,3.475782716561346,2.633180202415813,2.330686279787961,1.1140905814148696,1.1140905814148696
2,0.0,1.0,1.0,Hochschulen,Entire home/apt,Entire rental unit,2,47.36876596718171,8.550179707959419,1,26,19,46,49,49,19,19,1,1.93,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,100.0,95.0,1.0,252,4.84,4.68,4.84,5.0,4.89,4.95,4.84,27,425,0,0,1,1,0,0,1,0,1,0,0,1,6.9981321544386885,3.7229168783615973,4.586557213621794,0.47022823214272236,1.2589912783761068,0.47022823214272236
1,1.0,1.0,1.0,Seefeld,Private room,Private room in rental unit,30,47.3583740393185,8.553218399915824,0,31,0,0,0,35,0,0,0,,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,95.0,87.0,1.0,98,,,,,,,,43,580,0,0,0,0,0,0,1,0,0,0,1,0,8.158277472643125,4.4270476762168105,5.7510657601219535,0.9349312484999098,2.379196924013033,0.9349312484999098
2,0.0,1.0,1.0,Rathaus,Entire home/apt,Entire rental unit,1,47.37345370070533,8.54375718885196,1,24,30,60,90,365,1,1,1,1.0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,100.0,100.0,1.0,4,5.0,5.0,4.0,5.0,5.0,4.0,4.0,28,510,0,0,0,0,0,0,0,1,0,0,0,1,6.491098483957007,3.117308308932167,4.080081936470076,0.9173804679928963,0.5587547367311646,0.5587547367311646
2,1.0,1.0,1.0,Wollishofen,Entire home/apt,Entire rental unit,3,47.33481853723795,8.54168617869742,0,35,29,59,89,364,1,1,0,0.63,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,,69.0,,2,4.0,3.0,4.0,5.0,5.0,4.0,3.0,32,444,0,1,0,0,0,0,1,0,0,1,0,0,10.788778490474229,5.7388924881786165,8.375994160869888,3.4189963471606286,4.791577950481629,3.4189963471606286
2,1.0,1.0,1.0,Hirslanden,Entire home/apt,Entire rental unit,30,47.3640042,8.5700933,1,25,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,100.0,99.0,3.0,214,,,,,,,,46,232,0,0,0,0,0,0,0,0,0,0,0,0,7.685360137471031,5.313257166944206,5.36435832832314,1.791211583168496,2.7242170036358506,1.791211583168496
2,1.0,2.5,1.0,Seefeld,Private room,Private room in rental unit,2,47.35947,8.55223,0,58,2,24,53,327,152,53,9,1.43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,100.0,100.0,1.0,1,4.92,4.98,4.84,4.91,4.97,4.98,4.88,50,550,0,0,0,1,0,0,1,0,0,1,1,0,8.034237896179473,4.299926044520735,5.625322149211977,0.7922160433970015,2.2376169968993334,0.7922160433970015
2,0.0,1.0,1.0,Hottingen,Entire home/apt,Entire rental unit,2,47.37026,8.55064,1,28,0,0,0,45,9,4,0,0.55,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,100.0,95.0,1.0,252,4.67,4.89,4.89,4.78,4.89,4.78,4.11,42,425,0,0,1,1,0,0,1,0,1,0,0,1,6.832355056577697,3.7068030178858966,4.421554086021311,0.6276980257917238,1.1523698755118894,0.6276980257917238
2,1.0,1.0,1.0,Altstetten,Private room,Private room in rental unit,1,47.38662204877852,8.477165931593511,0,33,3,19,35,35,29,29,3,4.39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,100.0,100.0,1.0,1,4.93,4.97,5.0,5.0,4.97,4.79,4.69,43,243,0,0,0,0,0,0,0,0,0,0,0,1,7.399590614454581,2.1251878965275894,5.972103956203342,5.7224935758894695,4.851327569754934,2.1251878965275894
2,1.0,1.0,1.0,Werd,Entire home/apt,Entire rental unit,2,47.37138529950524,8.529158822753908,1,12,6,18,33,269,54,54,8,4.98,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,99.0,100.0,1.0,15,4.8,4.81,4.81,4.72,4.67,4.76,4.74,29,470,0,0,1,1,0,0,0,0,0,0,0,0,6.879203561788135,2.141431166942725,4.536320361982444,1.4590679431422136,1.10841705421271,1.10841705421271
4,2.0,1.0,2.0,Rathaus,Entire home/apt,Entire rental unit,1,47.3714,8.54349,0,17,14,43,72,72,548,82,10,4.17,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,100.0,99.0,1.0,4,4.67,4.77,4.8,4.5,4.54,4.92,4.55,12,198,0,0,0,0,0,0,0,0,1,0,0,0,6.720294105446567,3.154350168842532,4.30932745440902,0.702241591634582,0.7616388171464573,0.702241591634582
2,0.0,1.0,1.0,Weinegg,Entire home/apt,Entire rental unit,1,47.35639,8.57387,1,27,0,0,0,29,1,0,0,0.03,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,100.0,99.0,1.0,240,5.0,5.0,5.0,5.0,5.0,5.0,5.0,41,499,0,0,0,0,0,0,0,0,0,1,0,1,8.57265857788502,5.898511038678694,6.257407819245968,2.298864958423459,3.4803236529802772,2.298864958423459
1,1.0,1.0,1.0,Altstetten,Entire home/apt,Entire rental unit,1,47.38842,8.48265,0,7,28,58,88,363,0,0,0,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,,3.0,1,,,,,,,,50,119,0,0,0,0,0,0,0,0,0,0,0,0,6.961781327288589,1.850151001808753,5.5133881214713725,5.440088974315044,4.495291135127487,1.850151001808753
2,1.0,1.0,0.0,Hard,Entire home/apt,Entire rental unit,1,47.3800028,8.507072100000002,1,50,0,8,38,309,30,10,0,1.68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,100.0,100.0,1.0,2,4.63,4.7,4.73,4.83,4.83,4.43,4.23,47,427,0,0,0,1,0,0,0,0,0,0,0,0,6.5757157991222535,0.291819329983293,4.571330236145143,3.3774832125850067,2.5128049672764528,0.291819329983293
5,2.0,1.0,3.0,Alt-Wiedikon,Entire home/apt,Entire rental unit,2,47.36031,8.51762,1,29,27,57,87,362,93,18,1,0.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100.0,100.0,1.0,21,4.56,4.68,4.54,4.74,4.82,4.68,4.33,32,334,0,0,0,0,0,0,0,0,0,0,0,0,8.29297048377037,2.3809407649727286,5.997385374840861,2.240330061838921,2.5967157918726094,2.240330061838921
4,2.0,1.0,2.0,Werd,Entire home/apt,Entire rental unit,1,47.37375573946672,8.52529875934124,0,60,7,28,46,298,30,30,16,13.43,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,100.0,100.0,1.0,1,4.8,4.7,4.97,4.77,4.87,4.9,4.77,50,394,0,0,0,1,0,0,1,0,0,1,1,0,6.695610057240778,1.7713870901483881,4.395338171348076,1.840791161040867,1.2199700113528438,1.2199700113528438
1,1.0,1.0,1.0,Sihlfeld,Entire home/apt,Entire rental unit,1,47.37501,8.51585,0,37,6,24,49,324,15,12,0,0.89,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,100.0,100.0,1.0,79,4.07,4.2,4.33,4.33,4.2,4.53,3.73,41,500,0,0,0,1,0,0,0,0,0,0,0,1,6.793342020172634,1.0636191974044884,4.606002347211357,2.536703646722805,1.8688911505050996,1.0636191974044884
4,0.0,1.0,2.0,Seefeld,Private room,Private room in rental unit,3,47.35731,8.55337,1,47,26,56,86,355,104,14,1,1.21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,100.0,94.0,1.0,52,4.73,4.83,4.75,4.9,4.78,4.88,4.62,34,327,0,0,1,1,0,0,1,0,0,0,0,0,8.276918454180517,4.500249654111098,5.869856909837595,1.041550664023969,2.492130271910871,1.041550664023969
2,1.0,1.0,1.0,Rathaus,Entire home/apt,Entire rental unit,2,47.37455,8.54466,0,32,20,50,78,353,273,61,3,3.51,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,100.0,100.0,1.0,1,4.84,4.89,4.91,4.82,4.86,4.9,4.73,22,466,0,0,0,0,0,0,0,0,0,0,0,0,6.365221387455738,3.160676626061839,3.9530021531965285,1.0258369874914965,0.4965301036079571,0.4965301036079571
1,1.0,1.0,1.0,Höngg,Private room,Private room in rental unit,10,47.39514,8.51048,0,42,30,60,90,90,2,0,0,0.06,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,,,,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,31,302,0,0,0,0,0,0,0,0,1,0,0,0,5.014701381524183,1.831776759440607,3.310779676625157,4.272043334446281,2.952089680736494,1.831776759440607
4,1.0,1.0,2.0,Werd,Private room,Private room in rental unit,2,47.37009607505473,8.527903124214495,0,46,25,55,85,265,7,7,0,1.74,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,100.0,100.0,1.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.71,44,465,0,0,0,1,0,0,0,0,0,0,1,1,7.040258277709151,2.1219303568542305,4.702711384934176,1.4876772261772413,1.2745388306581042,1.2745388306581042
2,1.0,1.0,1.0,Wipkingen,Entire home/apt,Entire rental unit,1,47.3909141,8.5280004,1,5,27,57,87,362,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,100.0,100.0,1.0,79,,,,,,,,41,478,1,0,0,0,0,0,0,0,0,0,0,0,4.815107249040625,2.2577240385906423,2.628262997378405,3.157243167992175,1.718019213246602,1.718019213246602
1,1.0,1.0,1.0,Hirslanden,Private room,Private room in rental unit,1,47.36068,8.57099,0,49,28,58,88,178,0,0,0,,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,86.0,17.0,3.0,2,,,,,,,,32,112,0,0,0,0,0,0,0,0,0,0,0,0,8.06102547371129,5.506215769962374,5.737347730710028,1.9249974178048088,3.0013618717454884,1.9249974178048088
2,0.0,1.0,1.0,Sihlfeld,Entire home/apt,Entire rental unit,30,47.3755316,8.514229799999999,1,25,0,0,0,86,1,0,0,0.04,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,100.0,99.0,3.0,214,5.0,5.0,5.0,5.0,5.0,5.0,5.0,47,275,0,0,0,1,0,0,0,0,0,0,0,0,6.786314046674262,0.9286174717561301,4.624224829226068,2.67178479634406,1.980631602505199,0.9286174717561301
2,1.0,1.0,1.0,Langstrasse,Entire home/apt,Entire rental unit,14,47.37793093805785,8.522412627624382,1,8,0,24,24,295,0,0,0,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,100.0,,1,,,,,,,,38,351,0,0,0,1,0,0,0,0,0,0,0,0,6.316826152396867,1.448339041401154,4.0744917604056745,2.281342484836268,1.3468648097846252,1.3468648097846252
6,0.0,0.0,4.0,Langstrasse,Entire home/apt,Entire rental unit,4,47.38247,8.52594,1,37,0,26,31,31,0,0,0,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,92.0,89.0,1.0,398,,,,,,,,50,382,0,0,0,0,0,0,1,0,0,0,1,0,5.7540957732774904,1.7384653849236493,3.5042971939718695,2.4446861710114334,1.1946764447807834,1.1946764447807834
4,2.0,1.0,2.0,Oerlikon,Entire home/apt,Entire rental unit,3,47.41037,8.53746,0,48,9,20,31,72,198,30,3,1.93,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,100.0,79.0,1.0,1,4.98,4.98,4.99,4.99,4.99,4.86,4.9,41,475,0,0,1,0,0,0,0,0,1,0,0,0,2.5388790345826444,4.297759966165011,0.8393009267202372,5.0455249216515465,3.616822571997504,0.8393009267202372
2,1.0,1.0,1.0,Oerlikon,Entire home/apt,Entire rental unit,20,47.40319,8.55518,0,25,0,27,46,301,60,5,0,1.78,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,100.0,96.0,1.0,3,4.43,4.37,4.55,4.73,4.77,4.28,4.28,28,496,0,0,0,1,0,0,0,0,1,0,0,0,3.198843787804013,4.716982334669379,0.9047732355685066,4.2537314424969885,3.0270027807234334,0.9047732355685066
1,1.0,1.0,1.0,Enge,Private room,Private room in rental unit,7,47.36653620898675,8.532358971166582,0,23,28,58,88,363,0,0,0,,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,60.0,14.0,3.0,3,,,,,,,,30,515,0,0,1,0,0,0,1,0,1,0,1,0,7.359843129606024,2.614278195121464,4.985210391194686,1.065003322691859,1.3979543024365586,1.065003322691859
2,0.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,30,47.3898137,8.5401944,1,21,1,1,23,298,0,0,0,,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,100.0,99.0,3.0,214,,,,,,,,48,251,0,0,0,0,0,0,0,0,0,0,0,0,4.7098894914141,3.0093729824987103,2.3320674852288468,2.754599952158211,1.3247668546019737,1.3247668546019737
2,1.0,1.0,1.0,Oerlikon,Private room,Private room in rental unit,1,47.40808,8.55491,0,8,30,60,90,365,6,0,0,0.04,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,1,5.0,5.0,5.0,5.0,5.0,4.83,4.67,29,247,0,0,0,0,0,0,0,0,0,0,1,0,2.657776891628403,5.026190841390176,0.520628935368032,4.7888482710195825,3.5314742964367105,0.520628935368032
2,0.0,1.0,0.0,Unterstrass,Entire home/apt,Entire serviced apartment,2,47.3827157,8.5438948,1,42,11,21,26,26,9,9,0,1.05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,100.0,92.0,1.0,95,4.89,5.0,4.89,4.56,5.0,4.89,4.67,44,339,0,0,1,1,0,0,0,0,0,0,0,1,5.46311473857119,3.078629335514601,3.05447750427628,1.9346374807791988,0.5999996105903845,0.5999996105903845
2,1.0,1.0,1.0,Langstrasse,Entire home/apt,Entire rental unit,2,47.37818,8.52766,0,16,24,27,27,27,4,4,2,0.87,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88.0,58.0,2.0,1,3.75,4.0,3.5,4.75,3.75,3.75,3.75,28,59,0,0,1,1,0,0,0,0,0,0,0,0,6.173958074902849,1.8392074053847949,3.873437507903426,2.0027474901362057,0.9522573737918865,0.9522573737918865
6,3.0,1.0,3.0,Langstrasse,Entire home/apt,Entire rental unit,2,47.37637967726051,8.526140796295163,0,51,17,20,48,138,8,0,0,0.28,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,100.0,,1.0,5,4.38,4.13,3.63,5.0,4.88,4.5,4.13,27,85,0,0,0,0,0,0,0,0,0,0,0,0,6.397619571804165,1.7523223616460106,4.102911254402123,1.954016683636365,1.0794766768644624,1.0794766768644624
2,1.0,1.0,1.0,Wipkingen,Entire home/apt,Entire rental unit,6,47.39636,8.52092,0,6,11,11,11,282,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100.0,100.0,1.0,1,,,,,,,,29,381,0,1,1,1,0,0,0,0,1,1,0,1,4.479582144157278,2.3056523262164865,2.576850164968365,3.941055611344283,2.5183473947162613,2.3056523262164865
2,1.0,1.0,1.0,Oberstrass,Entire home/apt,Entire rental unit,4,47.39061,8.55133,0,42,1,1,9,42,4,3,0,0.32,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,,36.0,,1,5.0,5.0,4.75,4.5,4.75,4.75,5.0,30,442,0,0,0,0,0,0,0,0,1,0,1,0,4.571074241966808,3.824828653177915,2.1658382400815266,2.827695852689804,1.6392021946624862,1.6392021946624862
2,2.0,1.0,1.0,Höngg,Entire home/apt,Entire rental unit,3,47.3974,8.5094,0,55,0,0,0,64,9,3,0,0.23,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,,80.0,,1,5.0,5.0,5.0,5.0,5.0,5.0,4.89,37,446,0,1,1,1,0,1,0,0,1,0,1,0,4.8631868330176875,2.0535137549180766,3.265970714967235,4.51903802374533,3.180081286404629,2.0535137549180766
2,1.0,1.0,1.0,Oerlikon,Entire home/apt,Entire rental unit,1,47.41175,8.54364,0,40,30,60,90,365,18,2,1,0.46,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,87.0,31.0,2.0,16,4.83,4.94,4.72,4.94,4.89,5.0,4.72,49,389,0,0,1,0,0,1,0,0,1,1,0,0,2.2617239222251655,4.707395296026058,0.4209185879560019,5.158071372664935,3.7723353141642453,0.4209185879560019
2,1.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,2,47.3809,8.54483,1,38,0,0,0,0,18,16,0,1.44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,100.0,92.0,1.0,95,4.61,4.72,4.78,4.83,5.0,4.89,4.39,39,431,0,0,1,1,0,0,0,0,1,0,0,1,5.659624710271507,3.1313853334224384,3.248191896154711,1.727571532726103,0.4770927149394698,0.4770927149394698
2,1.0,1.0,1.0,Altstetten,Entire home/apt,Entire rental unit,3,47.389,8.47908,0,9,0,0,8,43,1,1,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,100.0,25.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,29,459,0,0,0,1,1,0,0,0,1,0,0,0,7.115091053960344,2.1129445132600786,5.729882433270363,5.708031945353699,4.7715779681926,2.1129445132600786
2,1.0,2.0,1.0,Enge,Entire home/apt,Entire rental unit,1,47.36512,8.52639,0,29,7,7,35,37,25,3,3,0.9,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,100.0,100.0,1.0,1,4.96,5.0,4.8,4.96,5.0,4.88,4.76,25,329,0,1,0,0,1,0,1,0,0,0,0,1,7.604954327120358,2.354717210484922,5.263085814630943,1.507370479032871,1.7654203600781544,1.507370479032871
2,0.0,1.0,1.0,Seefeld,Entire home/apt,Entire rental unit,2,47.36267,8.54934,1,26,0,0,0,41,2,0,0,0.15,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,100.0,95.0,1.0,252,4.5,5.0,5.0,5.0,5.0,5.0,3.5,40,338,0,0,0,0,0,0,0,0,0,0,0,1,7.675795233866128,3.9346608904311933,5.263150736180773,0.3757412642259528,1.825212446499358,0.3757412642259528
2,0.0,1.0,1.0,Hochschulen,Entire home/apt,Entire rental unit,2,47.36995,8.54884,1,27,0,0,0,45,8,5,0,0.49,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,100.0,95.0,1.0,252,4.88,4.88,4.63,5.0,5.0,4.75,4.88,43,402,0,0,1,1,0,0,1,0,1,0,0,1,6.866466402313595,3.5866050081515346,4.453393460639389,0.5382748175527239,1.0931654383808733,0.5382748175527239
6,2.0,1.5,2.0,Seefeld,Entire home/apt,Entire rental unit,2,47.3572,8.55317,1,32,0,0,0,45,51,32,0,0.48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,100.0,95.0,1.0,252,4.88,4.88,4.86,4.9,4.94,4.84,4.67,50,405,0,0,1,1,0,0,1,0,0,0,1,0,8.288626928041246,4.494346347288057,5.881165371756882,1.044698091481252,2.4974882090072246,1.044698091481252
4,2.0,1.0,2.0,Alt-Wiedikon,Entire home/apt,Entire rental unit,5,47.36529,8.51949,0,70,21,51,73,313,82,22,3,1.37,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,100.0,100.0,1.0,2,5.0,4.99,4.99,4.99,5.0,4.89,4.88,40,430,0,0,0,0,0,0,0,0,1,0,0,0,7.722190546433595,1.9869683046326314,5.433107660524469,2.0267545782079157,2.102835399043936,1.9869683046326314
4,2.0,2.5,2.0,Fluntern,Entire home/apt,Entire rental unit,1,47.37716,8.55815,0,3,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91.0,63.0,2.0,10,,,,,,,,44,47,0,0,0,0,0,0,0,0,1,0,0,0,6.099410757434409,4.137500283911293,3.721727938496658,1.5788952412157768,1.3465726244857223,1.3465726244857223
4,1.0,1.0,2.0,Oerlikon,Entire home/apt,Entire rental unit,1,47.4051891,8.5488198,1,60,8,24,47,318,107,58,3,4.61,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,100.0,100.0,1.0,4,4.95,4.95,4.95,4.95,4.97,4.87,4.87,31,478,0,1,0,1,0,0,0,0,0,1,1,0,2.948321787394936,4.46816710474259,0.5352033387397586,4.428095149713981,3.1014459460301382,0.5352033387397586
4,2.0,1.0,2.0,Gewerbeschule,Entire home/apt,Entire rental unit,30,47.38433,8.52222,0,35,30,60,90,365,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,,,,1,,,,,,,,48,341,0,1,0,1,0,0,0,0,0,0,0,0,5.653226851680487,1.52634663018164,3.477077083367676,2.783150645795801,1.5376247900977713,1.52634663018164
